Specification,Network file,Epsilon,Delta,Time taken,Upper bound,Lower bound,SAT
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.07,3,95.27153611183167,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.07,4,74.39747714996338,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.07,5,73.00193524360657,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.07,6,63.089271783828735,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.07,7,50.29308295249939,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.07,8,49.92592787742615,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.07,9,48.708881855010986,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.07,10,44.62197017669678,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.07,11,44.11529517173767,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.07,12,53.87035393714905,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.07,13,59.1925630569458,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.07,14,117.0866539478302,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.07,15,100.21631693840027,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.07,16,99.35828018188477,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.07,17,98.25372791290283,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.07,18,100.39679002761841,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.07,19,97.30583715438843,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.07,20,96.41631603240967,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.08000000000000002,1,120.5705361366272,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.08000000000000002,2,117.65451192855835,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.08000000000000002,3,109.38607406616211,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.08000000000000002,4,109.10415506362915,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.08000000000000002,5,113.29198002815247,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.08000000000000002,6,108.19791102409363,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.08000000000000002,7,108.8540530204773,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.08000000000000002,8,110.36100578308105,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.08000000000000002,9,109.86842918395996,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.08000000000000002,10,105.53529191017151,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.08000000000000002,11,100.94921898841858,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.08000000000000002,12,103.9345211982727,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.08000000000000002,13,100.80397915840149,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.08000000000000002,14,106.82202911376953,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.08000000000000002,15,104.37530493736267,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.08000000000000002,16,104.02689003944397,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.08000000000000002,17,102.16528797149658,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.08000000000000002,18,105.62917828559875,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.08000000000000002,19,108.64866185188293,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.08000000000000002,20,107.02705001831055,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.09000000000000001,1,99.98572421073914,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.09000000000000001,2,102.15743398666382,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.09000000000000001,3,100.03444623947144,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.09000000000000001,4,103.59156394004822,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.09000000000000001,5,95.56589913368225,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.09000000000000001,6,107.4771900177002,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.09000000000000001,7,99.44577813148499,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.09000000000000001,8,103.57594394683838,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.09000000000000001,9,103.29536986351013,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.09000000000000001,10,108.99629282951355,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.09000000000000001,11,105.36344504356384,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.09000000000000001,12,102.99285888671875,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.09000000000000001,13,103.97778582572937,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.09000000000000001,14,102.24223279953003,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.09000000000000001,15,105.590078830719,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.09000000000000001,16,104.65694308280945,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.09000000000000001,17,106.31020975112915,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.09000000000000001,18,102.88319611549377,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.09000000000000001,19,98.42650079727173,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.09000000000000001,20,101.50038433074951,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.1,1,104.1950089931488,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.1,2,103.77308797836304,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.1,3,90.3389003276825,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.1,4,74.10121989250183,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.1,5,74.77505612373352,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.1,6,75.13442397117615,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.1,7,107.65889596939087,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.1,8,98.16780090332031,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.1,9,100.5073299407959,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.1,10,101.46592617034912,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.1,11,98.82236385345459,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.1,12,95.70247793197632,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.1,13,101.29916214942932,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.1,14,95.3128011226654,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.1,15,98.32120990753174,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.1,16,99.84399199485779,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.1,17,96.83089399337769,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.1,18,102.1143958568573,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.1,19,80.45608115196228,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.1,20,72.43959975242615,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.11000000000000001,1,76.44304585456848,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.11000000000000001,2,74.69296383857727,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.11000000000000001,3,74.58319115638733,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.11000000000000001,4,73.78979086875916,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.11000000000000001,5,73.47304224967957,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.11000000000000001,6,73.14616441726685,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.11000000000000001,7,72.58758091926575,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.11000000000000001,8,74.2923698425293,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.11000000000000001,9,76.77510190010071,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.11000000000000001,10,74.21719408035278,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.11000000000000001,11,74.88506412506104,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.11000000000000001,12,90.67151594161987,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.11000000000000001,13,96.03059887886047,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.11000000000000001,14,75.70272493362427,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.11000000000000001,15,73.87850904464722,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.11000000000000001,16,74.19663596153259,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.11000000000000001,17,72.89320278167725,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.11000000000000001,18,73.58124899864197,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.11000000000000001,19,73.70784115791321,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.11000000000000001,20,73.12005996704102,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.12000000000000001,1,72.0951418876648,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.12000000000000001,2,74.77519369125366,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.12000000000000001,3,74.82218790054321,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.12000000000000001,4,75.72946405410767,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.12000000000000001,5,73.9127607345581,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.12000000000000001,6,73.37597107887268,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.12000000000000001,7,74.29245281219482,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.12000000000000001,8,73.96020007133484,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.12000000000000001,9,73.22527313232422,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.12000000000000001,10,73.10547208786011,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.12000000000000001,11,73.78268694877625,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.12000000000000001,12,74.97287082672119,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.12000000000000001,13,75.13091492652893,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.12000000000000001,14,72.36562418937683,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.12000000000000001,15,74.87771987915039,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.12000000000000001,16,72.12747001647949,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.12000000000000001,17,73.34231996536255,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.12000000000000001,18,73.63117122650146,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.12000000000000001,19,73.3466899394989,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.12000000000000001,20,73.24358105659485,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.13,1,72.57664775848389,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.13,2,73.53867411613464,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.13,3,74.50399112701416,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.13,4,72.415855884552,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.13,5,72.48405289649963,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.13,6,73.47782397270203,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.13,7,73.46497702598572,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.13,8,73.64773774147034,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.13,9,63.46824789047241,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.13,10,51.57948589324951,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.13,11,50.50125789642334,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.13,12,51.97764778137207,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.13,13,50.136362075805664,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.13,14,51.645418643951416,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.13,15,50.560506105422974,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.13,16,52.12507915496826,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.13,17,53.15195679664612,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.13,18,52.91153001785278,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.13,19,51.01088571548462,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.13,20,52.74818396568298,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.14,1,52.11238074302673,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.14,2,50.661744832992554,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.14,3,52.209856033325195,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.14,4,63.895402908325195,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.14,5,86.55035614967346,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.14,6,91.1076979637146,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.14,7,90.65752601623535,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.14,8,91.95239400863647,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.14,9,88.79770398139954,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.14,10,91.8023989200592,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.14,11,91.00876116752625,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.14,12,88.7412109375,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.14,13,88.11458897590637,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.14,14,90.04227590560913,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.14,15,89.65756511688232,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.14,16,89.888188123703,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.14,17,91.46226811408997,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.14,18,90.59579610824585,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.14,19,100.69432187080383,,,True
checking-confidence,../../networks/mnist/mnist_confidence_exp2.onnx,0.14,20,96.11277604103088,,,True
